Flight Number,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
VN101,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-09,16:30,23:45,1800000,216
QH106,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-09,05:45,16:00,1200000,216
VJ402,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-09,16:45,23:30,1200000,216
VN401,HAN (Hà Nội),VII (Vinh),2026-06-09,05:30,13:15,800000,216
VU202,VII (Vinh),HAN (Hà Nội),2026-06-09,14:00,20:45,800000,216
VN111,HAN (Hà Nội),HUI (Huế),2026-06-09,10:30,13:30,1100000,216
VJ402,HUI (Huế),HAN (Hà Nội),2026-06-09,14:45,22:00,1100000,216
VN111,HAN (Hà Nội),PQC (Phú Quốc),2026-06-09,06:15,18:15,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-06-09,14:30,21:00,2100000,216
VN101,HAN (Hà Nội),CXR (Nha Trang),2026-06-09,09:45,15:00,1500000,216
VJ103,CXR (Nha Trang),HAN (Hà Nội),2026-06-09,17:15,23:15,1500000,216
VN102,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-09,07:15,15:30,1250000,216
VJ103,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-09,14:00,22:30,1250000,216
VJ202,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-09,10:00,13:45,900000,216
VU201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-09,17:15,23:30,900000,216
VN201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-09,07:15,13:45,1000000,216
VJ402,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-09,15:15,21:45,1000000,216
VU108,DAD (Đà Nẵng),HUI (Huế),2026-06-09,09:45,18:45,600000,216
VN301,HUI (Huế),DAD (Đà Nẵng),2026-06-09,19:15,20:15,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-09,10:15,15:30,850000,216
VN101,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-09,14:00,20:00,850000,216
VN111,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-10,08:00,13:15,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-10,15:30,23:00,1800000,216
VN102,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-10,05:00,18:30,1200000,216
VJ302,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-10,15:45,20:45,1200000,216
VN101,HAN (Hà Nội),VII (Vinh),2026-06-10,11:00,16:45,800000,216
VN101,VII (Vinh),HAN (Hà Nội),2026-06-10,18:45,23:45,800000,216
VU202,HAN (Hà Nội),HUI (Huế),2026-06-10,11:15,13:30,1100000,216
VJ302,HUI (Huế),HAN (Hà Nội),2026-06-10,17:00,21:15,1100000,216
QH106,HAN (Hà Nội),PQC (Phú Quốc),2026-06-10,05:30,17:15,2100000,216
VN201,PQC (Phú Quốc),HAN (Hà Nội),2026-06-10,15:15,22:00,2100000,216
VN301,HAN (Hà Nội),CXR (Nha Trang),2026-06-10,06:45,14:30,1500000,216
VJ202,CXR (Nha Trang),HAN (Hà Nội),2026-06-10,18:30,21:30,1500000,216
VJ302,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-10,05:15,18:45,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-10,16:45,20:45,1250000,216
VN102,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-10,05:15,17:00,900000,216
VJ103,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-10,14:00,23:30,900000,216
VN301,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-10,10:30,18:45,1000000,216
VN201,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-10,16:00,23:15,1000000,216
VN101,DAD (Đà Nẵng),HUI (Huế),2026-06-10,12:45,18:30,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-06-10,15:45,21:00,600000,216
VU201,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-10,11:45,15:45,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-10,19:30,20:30,850000,216
VN102,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-11,09:45,13:45,1800000,216
VU201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-11,16:15,21:00,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-11,10:45,18:15,1200000,216
VJ112,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-11,16:15,22:15,1200000,216
VU202,HAN (Hà Nội),VII (Vinh),2026-06-11,12:00,16:45,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-06-11,18:30,22:30,800000,216
VU107,HAN (Hà Nội),HUI (Huế),2026-06-11,11:15,18:00,1100000,216
VU202,HUI (Huế),HAN (Hà Nội),2026-06-11,15:45,21:30,1100000,216
QH113,HAN (Hà Nội),PQC (Phú Quốc),2026-06-11,08:15,15:15,2100000,216
QH105,PQC (Phú Quốc),HAN (Hà Nội),2026-06-11,17:30,20:00,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-06-11,05:00,17:30,1500000,216
QH114,CXR (Nha Trang),HAN (Hà Nội),2026-06-11,16:15,20:30,1500000,216
VJ402,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-11,05:45,13:45,1250000,216
VU202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-11,14:00,23:00,1250000,216
VJ202,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-11,09:30,13:30,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-11,14:45,23:15,900000,216
VU202,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-11,12:00,16:15,1000000,216
QH105,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-11,15:15,22:00,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-06-11,06:30,13:15,600000,216
VN201,HUI (Huế),DAD (Đà Nẵng),2026-06-11,15:15,23:15,600000,216
VJ402,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-11,10:00,16:30,850000,216
VN401,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-11,19:15,20:00,850000,216
VN101,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-12,05:45,13:15,1800000,216
VJ104,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-12,15:15,23:00,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-12,11:30,15:30,1200000,216
VJ302,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-12,18:45,20:30,1200000,216
VN111,HAN (Hà Nội),VII (Vinh),2026-06-12,12:15,18:30,800000,216
VN201,VII (Vinh),HAN (Hà Nội),2026-06-12,18:30,21:30,800000,216
VU202,HAN (Hà Nội),HUI (Huế),2026-06-12,11:00,17:30,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-06-12,14:00,21:15,1100000,216
VN102,HAN (Hà Nội),PQC (Phú Quốc),2026-06-12,07:15,15:45,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-06-12,17:15,23:45,2100000,216
VN201,HAN (Hà Nội),CXR (Nha Trang),2026-06-12,08:15,17:00,1500000,216
VJ402,CXR (Nha Trang),HAN (Hà Nội),2026-06-12,15:30,22:30,1500000,216
VN102,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-12,06:30,18:30,1250000,216
VN201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-12,15:45,21:00,1250000,216
VN111,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-12,12:45,16:30,900000,216
QH113,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-12,19:00,21:30,900000,216
VJ104,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-12,07:45,13:00,1000000,216
VN101,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-12,17:30,23:15,1000000,216
VN401,DAD (Đà Nẵng),HUI (Huế),2026-06-12,12:15,17:45,600000,216
VU108,HUI (Huế),DAD (Đà Nẵng),2026-06-12,16:30,21:00,600000,216
VJ104,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-12,07:45,17:30,850000,216
VJ302,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-12,15:00,23:15,850000,216
VJ104,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-13,10:15,15:45,1800000,216
VN401,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-13,14:30,23:45,1800000,216
VU107,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-13,06:45,13:45,1200000,216
VJ104,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-13,17:45,23:30,1200000,216
VN401,HAN (Hà Nội),VII (Vinh),2026-06-13,06:30,17:00,800000,216
VN301,VII (Vinh),HAN (Hà Nội),2026-06-13,19:15,21:45,800000,216
VJ202,HAN (Hà Nội),HUI (Huế),2026-06-13,10:15,15:15,1100000,216
VU108,HUI (Huế),HAN (Hà Nội),2026-06-13,16:00,22:15,1100000,216
QH106,HAN (Hà Nội),PQC (Phú Quốc),2026-06-13,06:45,14:15,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-06-13,15:00,23:45,2100000,216
VN401,HAN (Hà Nội),CXR (Nha Trang),2026-06-13,06:30,14:45,1500000,216
VJ112,CXR (Nha Trang),HAN (Hà Nội),2026-06-13,16:00,22:00,1500000,216
QH114,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-13,11:15,14:15,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-13,16:45,22:15,1250000,216
VJ402,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-13,08:15,16:15,900000,216
VN201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-13,14:45,22:00,900000,216
VJ104,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-13,09:15,15:45,1000000,216
VN102,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-13,16:15,22:15,1000000,216
VN301,DAD (Đà Nẵng),HUI (Huế),2026-06-13,06:00,17:00,600000,216
QH114,HUI (Huế),DAD (Đà Nẵng),2026-06-13,17:00,22:15,600000,216
VJ402,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-13,10:15,18:15,850000,216
QH113,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-13,14:15,21:30,850000,216
QH113,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-14,08:00,15:45,1800000,216
VN301,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-14,17:00,21:30,1800000,216
VJ103,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-14,09:30,16:45,1200000,216
QH114,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-14,17:00,22:30,1200000,216
VJ104,HAN (Hà Nội),VII (Vinh),2026-06-14,09:00,17:45,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-06-14,19:00,22:45,800000,216
VN102,HAN (Hà Nội),HUI (Huế),2026-06-14,07:30,17:15,1100000,216
VN401,HUI (Huế),HAN (Hà Nội),2026-06-14,14:45,21:45,1100000,216
VJ302,HAN (Hà Nội),PQC (Phú Quốc),2026-06-14,07:30,16:00,2100000,216
QH106,PQC (Phú Quốc),HAN (Hà Nội),2026-06-14,17:30,21:45,2100000,216
QH113,HAN (Hà Nội),CXR (Nha Trang),2026-06-14,09:45,18:15,1500000,216
VN111,CXR (Nha Trang),HAN (Hà Nội),2026-06-14,17:00,22:45,1500000,216
VJ202,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-14,09:45,17:45,1250000,216
VU201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-14,17:15,22:45,1250000,216
QH113,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-14,12:45,15:45,900000,216
QH114,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-14,19:15,23:45,900000,216
VJ402,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-14,09:15,18:15,1000000,216
VU108,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-14,18:45,20:00,1000000,216
QH114,DAD (Đà Nẵng),HUI (Huế),2026-06-14,09:15,18:00,600000,216
VJ104,HUI (Huế),DAD (Đà Nẵng),2026-06-14,18:15,22:00,600000,216
VN111,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-14,05:00,15:15,850000,216
VN201,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-14,16:15,20:45,850000,216
QH114,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-15,08:15,17:30,1800000,216
VN201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-15,17:00,21:15,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-15,10:15,13:15,1200000,216
VJ402,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-15,16:15,21:30,1200000,216
QH114,HAN (Hà Nội),VII (Vinh),2026-06-15,05:15,18:00,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-06-15,17:45,20:45,800000,216
QH114,HAN (Hà Nội),HUI (Huế),2026-06-15,05:30,16:00,1100000,216
VN401,HUI (Huế),HAN (Hà Nội),2026-06-15,15:15,21:45,1100000,216
VN101,HAN (Hà Nội),PQC (Phú Quốc),2026-06-15,11:15,16:45,2100000,216
VJ302,PQC (Phú Quốc),HAN (Hà Nội),2026-06-15,18:00,23:00,2100000,216
VJ202,HAN (Hà Nội),CXR (Nha Trang),2026-06-15,12:15,16:30,1500000,216
VJ402,CXR (Nha Trang),HAN (Hà Nội),2026-06-15,18:00,20:45,1500000,216
VU108,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-15,07:45,14:45,1250000,216
VN401,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-15,16:45,20:30,1250000,216
VN101,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-15,05:15,15:00,900000,216
VJ104,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-15,17:45,23:00,900000,216
VJ302,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-15,10:30,18:30,1000000,216
QH106,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-15,18:30,22:15,1000000,216
VJ202,DAD (Đà Nẵng),HUI (Huế),2026-06-15,11:30,15:30,600000,216
VN101,HUI (Huế),DAD (Đà Nẵng),2026-06-15,16:00,23:30,600000,216
VJ103,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-15,09:30,13:30,850000,216
VU108,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-15,19:00,23:30,850000,216
QH113,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-16,10:45,18:30,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-16,15:00,22:00,1800000,216
VU201,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-16,06:30,18:15,1200000,216
VN401,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-16,16:00,23:00,1200000,216
QH105,HAN (Hà Nội),VII (Vinh),2026-06-16,11:30,14:15,800000,216
VN111,VII (Vinh),HAN (Hà Nội),2026-06-16,14:15,20:30,800000,216
QH105,HAN (Hà Nội),HUI (Huế),2026-06-16,06:45,17:45,1100000,216
VN301,HUI (Huế),HAN (Hà Nội),2026-06-16,17:15,21:45,1100000,216
VJ302,HAN (Hà Nội),PQC (Phú Quốc),2026-06-16,08:30,13:45,2100000,216
QH105,PQC (Phú Quốc),HAN (Hà Nội),2026-06-16,14:30,22:45,2100000,216
VU202,HAN (Hà Nội),CXR (Nha Trang),2026-06-16,12:15,18:30,1500000,216
QH105,CXR (Nha Trang),HAN (Hà Nội),2026-06-16,15:15,20:45,1500000,216
VN301,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-16,10:00,13:45,1250000,216
VJ202,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-16,16:15,21:30,1250000,216
VJ302,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-16,08:45,14:00,900000,216
VN111,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-16,16:45,20:00,900000,216
QH113,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-16,09:15,16:45,1000000,216
VN101,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-16,15:15,22:15,1000000,216
QH106,DAD (Đà Nẵng),HUI (Huế),2026-06-16,05:00,14:00,600000,216
VJ104,HUI (Huế),DAD (Đà Nẵng),2026-06-16,15:15,20:45,600000,216
VJ402,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-16,08:15,17:00,850000,216
VN401,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-16,14:15,20:00,850000,216
VN102,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-17,09:45,18:30,1800000,216
VN111,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-17,14:15,21:30,1800000,216
VU202,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-17,12:00,17:30,1200000,216
QH105,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-17,19:15,23:30,1200000,216
VU201,HAN (Hà Nội),VII (Vinh),2026-06-17,09:30,14:45,800000,216
VN401,VII (Vinh),HAN (Hà Nội),2026-06-17,19:45,23:30,800000,216
VJ302,HAN (Hà Nội),HUI (Huế),2026-06-17,11:30,15:15,1100000,216
VN101,HUI (Huế),HAN (Hà Nội),2026-06-17,19:15,21:00,1100000,216
QH113,HAN (Hà Nội),PQC (Phú Quốc),2026-06-17,05:45,18:00,2100000,216
QH113,PQC (Phú Quốc),HAN (Hà Nội),2026-06-17,15:45,21:45,2100000,216
VN111,HAN (Hà Nội),CXR (Nha Trang),2026-06-17,07:00,17:00,1500000,216
QH113,CXR (Nha Trang),HAN (Hà Nội),2026-06-17,19:45,21:45,1500000,216
VJ112,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-17,08:30,15:30,1250000,216
QH113,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-17,17:15,22:30,1250000,216
VN102,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-17,08:00,14:00,900000,216
VJ112,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-17,16:15,21:15,900000,216
QH105,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-17,07:45,14:30,1000000,216
VN401,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-17,16:30,20:30,1000000,216
VU108,DAD (Đà Nẵng),HUI (Huế),2026-06-17,05:45,18:00,600000,216
VN401,HUI (Huế),DAD (Đà Nẵng),2026-06-17,19:45,21:30,600000,216
QH114,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-17,12:00,18:30,850000,216
VU201,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-17,16:45,23:15,850000,216
VJ402,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-18,11:00,14:15,1800000,216
VN102,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-18,18:45,21:15,1800000,216
VN111,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-18,06:45,14:45,1200000,216
VN401,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-18,17:00,23:00,1200000,216
VJ104,HAN (Hà Nội),VII (Vinh),2026-06-18,07:45,18:00,800000,216
VN101,VII (Vinh),HAN (Hà Nội),2026-06-18,16:00,21:15,800000,216
QH114,HAN (Hà Nội),HUI (Huế),2026-06-18,10:15,16:15,1100000,216
VJ103,HUI (Huế),HAN (Hà Nội),2026-06-18,17:00,20:30,1100000,216
VU108,HAN (Hà Nội),PQC (Phú Quốc),2026-06-18,07:45,15:30,2100000,216
VN111,PQC (Phú Quốc),HAN (Hà Nội),2026-06-18,15:45,20:00,2100000,216
QH106,HAN (Hà Nội),CXR (Nha Trang),2026-06-18,11:00,14:15,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-06-18,18:30,22:00,1500000,216
VN301,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-18,06:15,15:45,1250000,216
VN201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-18,15:30,20:00,1250000,216
VJ103,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-18,12:30,16:45,900000,216
VJ202,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-18,14:00,22:15,900000,216
VN401,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-18,09:00,13:15,1000000,216
QH105,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-18,18:15,23:15,1000000,216
VJ402,DAD (Đà Nẵng),HUI (Huế),2026-06-18,11:45,17:30,600000,216
QH106,HUI (Huế),DAD (Đà Nẵng),2026-06-18,15:45,21:00,600000,216
VJ103,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-18,10:45,15:15,850000,216
VN301,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-18,16:15,22:30,850000,216
VJ302,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-19,08:00,14:15,1800000,216
VJ112,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-19,15:30,22:45,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-19,09:15,16:30,1200000,216
QH114,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-19,14:30,23:45,1200000,216
VJ302,HAN (Hà Nội),VII (Vinh),2026-06-19,11:00,18:30,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-06-19,17:00,20:30,800000,216
VU202,HAN (Hà Nội),HUI (Huế),2026-06-19,12:00,13:15,1100000,216
VU202,HUI (Huế),HAN (Hà Nội),2026-06-19,17:30,23:15,1100000,216
VU108,HAN (Hà Nội),PQC (Phú Quốc),2026-06-19,12:30,15:15,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-06-19,19:15,20:15,2100000,216
VN101,HAN (Hà Nội),CXR (Nha Trang),2026-06-19,05:45,13:45,1500000,216
VJ202,CXR (Nha Trang),HAN (Hà Nội),2026-06-19,14:45,20:30,1500000,216
VN201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-19,05:30,14:15,1250000,216
QH114,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-19,14:15,20:45,1250000,216
VN101,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-19,07:15,15:45,900000,216
VJ202,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-19,17:15,20:00,900000,216
VJ402,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-19,10:00,14:00,1000000,216
VU108,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-19,16:00,20:30,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-06-19,12:30,14:30,600000,216
VJ112,HUI (Huế),DAD (Đà Nẵng),2026-06-19,15:45,21:30,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-19,11:30,14:00,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-19,17:15,20:30,850000,216
VU202,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-20,06:00,16:45,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-20,18:45,20:30,1800000,216
QH113,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-20,05:45,13:45,1200000,216
QH114,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-20,19:15,23:30,1200000,216
VN201,HAN (Hà Nội),VII (Vinh),2026-06-20,10:00,14:15,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-06-20,17:45,23:45,800000,216
VN201,HAN (Hà Nội),HUI (Huế),2026-06-20,11:00,16:15,1100000,216
VU107,HUI (Huế),HAN (Hà Nội),2026-06-20,19:45,21:00,1100000,216
VN102,HAN (Hà Nội),PQC (Phú Quốc),2026-06-20,07:45,15:45,2100000,216
VU202,PQC (Phú Quốc),HAN (Hà Nội),2026-06-20,16:45,22:45,2100000,216
VU202,HAN (Hà Nội),CXR (Nha Trang),2026-06-20,11:00,16:30,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-06-20,16:15,22:00,1500000,216
VN201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-20,09:00,17:00,1250000,216
VU201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-20,18:15,20:00,1250000,216
QH113,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-20,05:15,18:45,900000,216
VJ202,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-20,14:00,22:45,900000,216
VN201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-20,10:45,16:00,1000000,216
QH105,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-20,15:00,21:15,1000000,216
VU108,DAD (Đà Nẵng),HUI (Huế),2026-06-20,07:15,16:30,600000,216
VJ103,HUI (Huế),DAD (Đà Nẵng),2026-06-20,19:15,20:45,600000,216
QH105,DAD (Đà Nẵng),CXR (Nha Trang),2026-06-20,10:15,17:30,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-06-20,14:00,22:15,850000,216
QH105,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-06-21,07:15,15:15,1800000,216
VN101,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-06-21,17:00,20:45,1800000,216
VJ302,HAN (Hà Nội),DAD (Đà Nẵng),2026-06-21,07:30,18:15,1200000,216
VU107,DAD (Đà Nẵng),HAN (Hà Nội),2026-06-21,19:00,23:30,1200000,216
QH105,HAN (Hà Nội),VII (Vinh),2026-06-21,06:15,17:30,800000,216
VJ112,VII (Vinh),HAN (Hà Nội),2026-06-21,18:30,20:45,800000,216
VJ112,HAN (Hà Nội),HUI (Huế),2026-06-21,06:00,18:00,1100000,216
VJ104,HUI (Huế),HAN (Hà Nội),2026-06-21,19:30,20:15,1100000,216
VJ104,HAN (Hà Nội),PQC (Phú Quốc),2026-06-21,12:45,14:45,2100000,216
VN301,PQC (Phú Quốc),HAN (Hà Nội),2026-06-21,16:15,21:45,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-06-21,06:00,13:15,1500000,216
VN111,CXR (Nha Trang),HAN (Hà Nội),2026-06-21,19:00,23:00,1500000,216
VN401,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-06-21,12:30,15:45,1250000,216
QH106,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-06-21,17:15,21:30,1250000,216
VN111,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-06-21,12:30,14:45,900000,216
VN111,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-06-21,14:15,20:30,900000,216
VJ402,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-06-21,09:45,18:15,1000000,216
VN111,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-06-21,14:30,23:30,1000000,216
QH113,DAD (Đà Nẵng),HUI (Huế),2026-06-21,10:45,17:30,600000,216
VJ202,HUI (Huế),DAD (Đà Nẵng),2026-06-21,14:00,21:45,600000,216
